19.92822557	0.29179468
22.65469406	0.476929586
22.76797672	0.430207181
22.88125937	0.383484776
22.99454203	0.336762372
24.30511667	0.544594669
29.25233198	0.270306493
68.38530971	0.474598176
68.49859237	0.427875771
68.61187502	0.381153367
68.72515767	0.334430962
71.43437854	1.013118008
74.82837766	0.960354298
74.94166031	0.913631893
75.05494297	0.866909488
75.16822562	0.820187084
75.28150827	0.773464679
75.39479093	0.726742274
75.50807358	0.68001987
75.62135623	0.633297465
75.8430844	0.54184769
81.2595501	1.0812353
82.6607965	0.58734512
112.1405006	1.287012831
112.2537832	1.240290426
112.3670659	1.193568022
112.4803485	1.146845617
152.953753	0.618682382
158.452509	1.044891229
158.5657917	0.998168824
158.6790743	0.95144642
158.792357	0.904724015
158.9056396	0.85800161
159.0189223	0.811279206
159.1322049	0.764556801
159.2454876	0.717834396
159.3587702	0.671111992
161.7817083	1.243363699
165.4294098	1.100930102
169.5261225	1.19239137
176.0106962	1.137171955
183.2877968	0.562082106
193.5658106	0.102412918
197.9144612	0.484872156
198.0405834	0.432854178
198.1538661	0.386131773
198.2671487	0.339409369
198.3804314	0.292686964
198.493714	0.245964559
198.6069967	0.199242155
198.7202794	0.15251975
211.7702538	1.056458267
211.8835364	1.009735863
211.9968191	0.963013458
212.1101018	0.916291053
212.2233844	0.869568649
212.3366671	0.822846244
212.4499497	0.776123839
212.5632324	0.729401435
212.676515	0.68267903
212.7897977	0.635956625
214.8051198	0.046535333
215.5974053	0.00184116
291.6220193	0
381.9774407	0
465.8066043	0
549.6357679	0
633.4649315	0
717.2940951	0
801.1232587	0
884.9524223	0
968.7815859	0
1052.610749	0
1136.439913	0
1220.269077	0
1304.09824	0
1387.927404	0
1471.756567	0
1555.585731	0
1639.414895	0
1723.244058	0
1807.073222	0
1890.902385	0
1974.731549	0
2058.560713	0
2142.389876	0
2226.21904	0
2310.048203	0
2393.877367	0
2477.706531	0
2561.535694	0
2645.364858	0.004428132
2729.194021	0.004401372
2813.023185	0.004374613
2896.852349	0.004347853
2980.681512	0.004321093
3064.510676	0.004294333
3148.339839	0.004267574
3232.169003	0.004240814
3315.998167	0.004214054
3399.82733	0.004187295
3483.656494	0.004160535
3567.485657	0.004133775
3651.314821	0.004107016
3735.143985	0.004080256
3818.973148	0.004053496
3902.802312	0.004026737
3986.631475	0.003999977
4070.460639	0.003973217
4154.289803	0.003946458
4238.118966	0.003919698
4321.94813	0.003892938
4405.777293	0.003866179
4489.606457	0.003839419
4573.435621	0.003812659
4657.264784	0.0037859
4741.093948	0.00375914
4824.923111	0.00373238
4908.752275	0.00370562
4992.581439	0.003678861
5076.410602	0.003652101
5160.239766	0.003625341
5244.068929	0.003598582
5327.898093	0.003571822
5411.727257	0.003545062
5495.55642	0.003518303
5579.385584	0.003491543
5663.214747	0.003464783
5747.043911	0.003438024
5830.873075	0.003411264
5914.702238	0.003384504
5998.531402	0.003357745
6082.360565	0.003330985
6166.189729	0.003304225
6250.018893	0.003277466
6333.848056	0.003250706
6417.67722	0.003223946
6501.506383	0.003197187
6585.335547	0.003170427
6669.164711	0.003143667
6752.993874	0.003116907
6836.823038	0.003090148
6920.652201	0.003063388
7004.481365	0.003036628
7088.310529	0.003009869
7172.139692	0.002983109
7255.968856	0.002956349
7339.798019	0.00292959
7423.627183	0.00290283
7507.456347	0.00287607
7591.28551	0.002849311
7675.114674	0.002822551
7758.943837	0.002795791
7842.773001	0.002769032
7926.602165	0.002742272
8010.431328	0.002715512
8094.260492	0.002688753
8178.089655	0.002661993
8261.918819	0.002635233
8345.747983	0.002608474
8429.577146	0.002581714
8513.40631	0.002554954
8597.235473	0.002528194
8681.064637	0.002501435
8764.893801	0.002474675
8848.722964	0.002447915
8932.552128	0.002421156
9016.381291	0.002394396
9100.210455	0.002367636
9184.039619	0.002340877
9267.86691	0.003086388
9351.692797	0.004411103
9435.52196	0.004384343
9519.351124	0.004357584
9603.180287	0.004330824
9687.009451	0.004304064
9770.838615	0.004277305
9854.667778	0.004250545
9938.496942	0.004223785
10022.32611	0.004197026
10106.15527	0.004170266
10189.98443	0.004143506
10273.80985	0.005661289
10354.45197	0.010462237
10441.45133	0.01255821
10525.28049	0.01253145
10609.10965	0.01250469
10692.93882	0.012477931
10776.76798	0.012451171
10860.59714	0.012424411
10944.42631	0.012397652
11028.24143	0.018162926
11112.06919	0.018715369
11195.89788	0.018881677
11279.72237	0.020785596
11363.55153	0.020758836
11447.38069	0.020732076
11531.20986	0.020705317
11615.03902	0.020678557
11698.86818	0.020651797
11782.69267	0.022555715
11866.52043	0.023108159
11950.35053	0.022695264
12034.17501	0.024599182
12123.92043	0.029129075
12201.8097	0.034295586
12285.63465	0.036006436
12369.46287	0.036365812
12453.2897	0.037304392
12537.11863	0.037374166
12614.21444	0.041097339
12704.74606	0.05006312
12788.57101	0.051773971
12872.37958	0.060242194
12956.2078	0.06060157
13040.03697	0.06057481
13123.86613	0.06054805
13207.69529	0.060521291
13291.52446	0.060494531
13375.35362	0.060467771
13459.18278	0.060441012
13543.01195	0.060414252
13626.83315	0.063669645
13710.65998	0.064608224
13801.64333	0.06059716
13878.33375	0.058183467
13962.16292	0.058156708
14042.55961	0.05940529
14131.62445	0.062754624
14213.64011	0.06232392
14297.46927	0.06229716
14374.16643	0.070201322
14465.08547	0.079619742
14548.91323	0.080172186
14632.7246	0.087482002
14716.5533	0.08764831
14800.38246	0.08762155
14884.21163	0.087594791
14948.04962	0.081999584
